Country Name,Country Code,Region,IncomeGroup,Year,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Slovenia,SVN,Europe & Central Asia,High income: OECD,2000,9.10,9.30,5778.00,20342200000.00,10227.70,15.11,4.60,75.41,98.76,6.92
Slovenia,SVN,Europe & Central Asia,High income: OECD,1999,8.80,9.50,5675.62,22690000000.00,11442.00,12.61,4.90,75.01,98.46,7.32
Slovenia,SVN,Europe & Central Asia,High income: OECD,1998,9.00,9.60,5574.71,22125400000.00,11165.30,10.10,5.20,74.81,98.39,7.39
Slovenia,SVN,Europe & Central Asia,High income: OECD,1997,9.10,9.50,5434.66,20749100000.00,10447.90,7.59,5.50,74.71,98.61,6.65
Slovenia,SVN,Europe & Central Asia,High income: OECD,1996,9.40,9.40,5365.51,21480000000.00,10801.40,5.07,5.90,74.46,98.74,6.91
Slovenia,SVN,Europe & Central Asia,High income: OECD,1995,9.50,9.50,5312.90,21273100000.00,10690.70,2.90,6.20,73.96,98.80,7.15
Slovenia,SVN,Europe & Central Asia,High income: OECD,1994,9.80,9.70,5240.16,14993800000.00,7536.69,1.07,6.70,73.40,98.78,8.24
Slovenia,SVN,Europe & Central Asia,High income: OECD,1993,9.90,10.00,4950.93,13209800000.00,6632.25,0.41,7.10,73.25,98.90,8.51
Slovenia,SVN,Europe & Central Asia,High income: OECD,1992,10.00,9.70,4943.16,13052500000.00,6537.69,,7.70,73.30,99.13,7.74
Slovenia,SVN,Europe & Central Asia,High income: OECD,1991,10.80,9.70,5087.45,13214500000.00,6609.14,,8.20,73.35,99.28,7.08
Slovenia,SVN,Europe & Central Asia,High income: OECD,1990,11.20,9.30,5334.91,18130700000.00,9073.71,0.00,8.80,73.20,99.21,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1989,11.70,9.40,,,,,9.40,72.70,99.12,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1988,12.60,9.60,,,,,10.00,72.45,99.07,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1987,12.90,10.00,,,,,10.80,72.00,98.80,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1986,13.00,9.90,,,,,11.50,71.80,97.61,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1985,13.40,10.20,,,,,12.20,71.35,96.41,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1984,13.60,10.50,,,,,13.00,70.90,95.94,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1983,14.10,10.80,,,,,13.80,70.54,95.45,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1982,15.10,10.30,,,,,14.60,71.05,94.85,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1981,15.30,9.80,,,,,15.50,71.20,94.66,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1980,15.70,9.90,,,,,,71.10,94.40,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1979,16.30,9.60,,,,,,70.85,93.48,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1978,16.30,9.90,,,,,,70.70,92.48,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1977,16.20,9.60,,,,,,70.56,91.48,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1976,16.70,10.00,,,,,,70.31,90.38,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1975,16.60,10.10,,,,,,70.36,89.06,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1974,16.10,9.70,,,,,,70.16,88.19,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1973,16.70,10.00,,,,,,69.40,87.72,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1972,16.40,10.40,,,,,,69.06,87.00,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1971,16.30,10.00,,,,,,68.83,86.31,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1970,15.90,10.10,,,,,,68.61,85.65,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1969,16.30,10.80,,,,,,68.36,85.10,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1968,16.80,10.20,,,,,,68.92,84.63,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1967,17.70,9.70,,,,,,69.37,83.89,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1966,18.50,9.10,,,,,,69.01,82.91,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1965,18.50,9.70,,,,,,68.37,81.88,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1964,17.90,10.20,,,,,,68.66,81.04,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1963,18.00,9.30,,,,,,68.62,80.29,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1962,18.10,9.90,,,,,,68.98,79.63,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1961,18.20,8.80,,,,,,68.98,79.15,
Slovenia,SVN,Europe & Central Asia,High income: OECD,1960,17.60,9.60,,,,,,68.98,,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2018,,,,1411900000.00,2162.65,,17.10,,23.32,1.79
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2017,32.88,4.28,,1321130000.00,2077.13,11.92,17.60,72.65,22.72,1.77
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2016,33.26,4.33,,1232700000.00,1990.03,11.00,18.20,72.42,22.13,1.93
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2015,33.56,4.38,,1154650000.00,1914.47,10.00,18.80,72.17,21.55,2.01
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2014,33.77,4.44,,1172270000.00,1996.78,9.00,19.30,71.90,20.97,2.10
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2013,33.90,4.52,,1129790000.00,1977.45,8.00,19.90,71.60,20.41,2.04
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2012,33.96,4.59,,1063880000.00,1913.23,7.00,20.50,71.30,19.87,2.09
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2011,33.97,4.67,,932726000.00,1722.42,6.00,21.10,70.99,19.35,1.90
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2010,33.97,4.75,,681151000.00,1290.40,5.00,21.70,70.67,18.86,1.73
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2009,33.96,4.83,,597765000.00,1160.30,4.00,22.30,70.37,18.41,2.02
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2008,33.99,4.90,,608229000.00,1208.34,3.00,22.80,70.06,17.98,1.79
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2007,34.07,4.97,,516074000.00,1048.65,2.00,23.30,69.76,17.58,1.85
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2006,34.20,5.04,,456705000.00,949.34,1.65,23.80,69.46,17.19,2.08
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2005,34.38,5.11,,413910000.00,880.81,0.84,24.10,69.16,16.79,2.34
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2004,34.60,5.18,,375112000.00,818.06,0.65,24.30,68.85,16.38,2.49
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2003,34.84,5.26,,332738000.00,744.35,0.56,24.50,68.52,15.97,2.52
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2002,35.08,5.35,,341662000.00,784.65,0.50,24.80,68.18,15.56,2.59
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2001,35.32,5.45,,400463000.00,944.61,0.47,25.00,67.82,15.15,2.48
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2000,35.57,5.56,,435104000.00,1054.39,0.48,25.30,67.44,14.74,2.49
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1999,35.85,5.69,,482214000.00,1200.77,0.49,25.80,67.06,14.35,2.53
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1998,36.17,5.82,,471177000.00,1206.00,0.51,26.20,66.67,13.96,2.46
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1997,36.55,5.95,,567920000.00,1494.53,0.39,26.60,66.28,13.58,2.47
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1996,36.98,6.09,,565164000.00,1529.44,0.27,27.20,65.90,13.20,2.47
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1995,37.46,6.23,,519334000.00,1445.48,0.02,27.80,65.55,12.84,2.50
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1994,37.97,6.35,,464757000.00,1330.61,,28.50,65.24,12.48,2.49
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1993,38.50,6.47,,410923000.00,1210.36,,29.10,64.96,12.13,2.41
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1992,39.02,6.58,,378778000.00,1147.83,,29.90,64.73,11.79,2.29
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1991,39.52,6.69,,320355000.00,998.68,,30.70,64.53,11.46,2.19
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1990,39.99,6.78,,302515000.00,970.02,0.00,31.30,64.37,11.14,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1989,40.40,6.87,,332287000.00,1095.67,,32.00,64.23,10.84,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1988,40.75,6.95,,310684000.00,1053.27,,32.70,64.11,10.54,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1987,41.05,7.03,,238606000.00,831.76,,33.40,64.00,10.25,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1986,41.33,7.12,,210738000.00,755.77,,34.20,63.87,9.96,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1985,41.62,7.22,,232307000.00,857.89,,35.10,63.72,9.67,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1984,41.95,7.34,,252807000.00,962.39,,36.20,63.55,9.39,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1983,42.38,7.47,,180219000.00,707.97,,37.30,63.34,9.09,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1982,42.90,7.62,,188446000.00,764.65,,38.50,63.09,8.80,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1981,43.51,7.80,,187313000.00,785.61,,40.00,62.80,8.52,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1980,44.20,8.01,,168715000.00,731.81,,41.70,62.45,8.24,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1979,44.98,8.27,,151270000.00,678.83,,43.70,62.05,7.96,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1978,45.78,8.58,,111022000.00,515.67,,45.90,61.59,7.69,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1977,46.53,8.93,,93147000.00,448.06,,48.50,61.08,7.43,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1976,47.19,9.31,,83099100.00,414.26,,51.30,60.52,7.17,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1975,47.65,9.73,,74617100.00,385.81,,54.50,59.90,6.91,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1974,47.80,10.16,,84539300.00,453.79,,57.90,59.23,6.66,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1973,47.62,10.59,,55272100.00,308.26,,61.60,58.52,6.41,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1972,47.12,11.01,,40606700.00,235.33,,65.70,57.77,6.16,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1971,46.34,11.42,,50056900.00,301.25,,70.10,57.00,5.94,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1970,45.37,11.82,,,,,74.80,56.20,5.73,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1969,44.31,12.21,,28606400.00,184.76,,80.00,55.40,5.53,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1968,43.30,12.60,,28084300.00,187.38,,85.00,54.58,5.35,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1967,42.45,13.00,,25203500.00,173.44,,90.20,53.77,5.19,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1966,41.80,13.42,,,,,95.30,52.96,5.04,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1965,41.37,13.85,,,,,100.30,52.16,4.89,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1964,41.13,14.30,,,,,105.30,51.36,4.74,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1963,41.01,14.76,,,,,110.40,50.56,4.60,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1962,40.92,15.22,,,,,115.60,49.75,4.47,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1961,40.85,15.70,,,,,121.20,48.94,4.34,
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1960,40.78,16.18,,,,,127.20,48.12,,
Somalia,SOM,Sub-Saharan Africa,Low income,2018,,,,4721000000.00,314.56,,76.60,,23.92,13.96
Somalia,SOM,Sub-Saharan Africa,Low income,2017,41.92,11.06,,4509000000.00,309.07,2.00,78.80,56.71,23.26,13.91
Somalia,SOM,Sub-Saharan Africa,Low income,2016,42.10,11.29,,4198000000.00,295.93,1.88,81.00,56.32,22.61,14.26
Somalia,SOM,Sub-Saharan Africa,Low income,2015,42.30,11.53,,4049000000.00,293.47,1.76,83.10,55.92,21.99,14.41
Somalia,SOM,Sub-Saharan Africa,Low income,2014,42.56,11.79,,3340390000.00,248.85,1.63,85.60,55.51,21.40,14.47
Somalia,SOM,Sub-Saharan Africa,Low income,2013,42.88,12.06,,3368200000.00,257.83,1.50,88.00,55.10,20.82,14.63
Somalia,SOM,Sub-Saharan Africa,Low income,2012,43.25,12.33,,,,1.38,90.70,54.71,20.27,14.55
Somalia,SOM,Sub-Saharan Africa,Low income,2011,43.69,12.60,,,,1.25,93.40,54.34,19.73,14.62
Somalia,SOM,Sub-Saharan Africa,Low income,2010,44.16,12.87,,,,,96.10,53.99,19.20,14.57
Somalia,SOM,Sub-Saharan Africa,Low income,2009,44.66,13.14,,,,1.16,98.80,53.65,18.68,14.46
Somalia,SOM,Sub-Saharan Africa,Low income,2008,45.15,13.40,,,,1.14,101.00,53.33,18.17,13.69
Somalia,SOM,Sub-Saharan Africa,Low income,2007,45.62,13.67,,,,1.12,102.90,53.00,17.66,13.82
Somalia,SOM,Sub-Saharan Africa,Low income,2006,46.06,13.94,,,,1.10,104.00,52.67,17.16,14.40
Somalia,SOM,Sub-Saharan Africa,Low income,2005,46.50,14.20,,,,1.08,104.20,52.35,16.65,14.86
Somalia,SOM,Sub-Saharan Africa,Low income,2004,46.95,14.45,,,,1.05,104.20,52.04,16.15,15.09
Somalia,SOM,Sub-Saharan Africa,Low income,2003,47.43,14.69,,,,0.38,104.20,51.76,15.65,15.20
Somalia,SOM,Sub-Saharan Africa,Low income,2002,47.96,14.93,,,,0.12,104.20,51.49,15.15,15.34
Somalia,SOM,Sub-Saharan Africa,Low income,2001,48.50,15.19,,,,0.08,104.20,51.21,14.64,15.18
Somalia,SOM,Sub-Saharan Africa,Low income,2000,49.02,15.49,,,,0.02,104.20,50.87,14.14,15.26
Somalia,SOM,Sub-Saharan Africa,Low income,1999,49.50,15.89,,,,0.01,104.20,50.39,13.63,15.32
Somalia,SOM,Sub-Saharan Africa,Low income,1998,49.89,16.41,,,,0.01,104.20,49.75,13.13,15.08
Somalia,SOM,Sub-Saharan Africa,Low income,1997,50.15,17.03,,,,0.00,104.20,48.97,12.65,15.19
Somalia,SOM,Sub-Saharan Africa,Low income,1996,50.28,17.73,,,,0.00,104.20,48.07,12.25,15.10
Somalia,SOM,Sub-Saharan Africa,Low income,1995,50.26,18.42,,,,0.00,104.20,47.15,11.94,15.13
Somalia,SOM,Sub-Saharan Africa,Low income,1994,50.10,19.02,,,,,104.20,46.34,11.75,14.91
Somalia,SOM,Sub-Saharan Africa,Low income,1993,49.82,19.45,,,,,104.40,45.72,11.66,14.80
Somalia,SOM,Sub-Saharan Africa,Low income,1992,49.45,19.68,,,,,105.00,45.36,11.63,14.34
Somalia,SOM,Sub-Saharan Africa,Low income,1991,49.01,19.71,,,,,106.20,45.26,11.60,14.33
Somalia,SOM,Sub-Saharan Africa,Low income,1990,48.51,19.55,,917044000.00,126.93,0.00,107.90,45.38,11.52,
Somalia,SOM,Sub-Saharan Africa,Low income,1989,47.95,19.29,,1092390000.00,153.14,,109.70,45.63,11.37,
Somalia,SOM,Sub-Saharan Africa,Low income,1988,47.36,19.00,,1038290000.00,148.22,,111.20,45.91,11.17,
Somalia,SOM,Sub-Saharan Africa,Low income,1987,46.75,18.77,,1009790000.00,147.15,,112.30,46.12,10.94,
Somalia,SOM,Sub-Saharan Africa,Low income,1986,46.15,18.64,,930319000.00,138.10,,113.30,46.20,10.74,
Somalia,SOM,Sub-Saharan Africa,Low income,1985,45.58,18.61,,876405000.00,131.82,,114.30,46.15,10.60,
Somalia,SOM,Sub-Saharan Africa,Low income,1984,45.08,18.70,,788307000.00,119.18,,115.60,45.96,10.54,
Somalia,SOM,Sub-Saharan Africa,Low income,1983,44.66,18.87,,733901000.00,110.89,,117.10,45.70,10.55,
Somalia,SOM,Sub-Saharan Africa,Low income,1982,44.32,19.07,,774420000.00,117.19,,118.60,45.39,10.53,
Somalia,SOM,Sub-Saharan Africa,Low income,1981,44.09,19.32,,699112000.00,107.37,,,45.07,10.38,
Somalia,SOM,Sub-Saharan Africa,Low income,1980,43.98,19.59,,603593000.00,96.10,,,44.73,10.01,
Somalia,SOM,Sub-Saharan Africa,Low income,1979,44.00,19.89,,590420000.00,100.19,,,44.38,9.39,
Somalia,SOM,Sub-Saharan Africa,Low income,1978,44.14,20.21,,564986000.00,105.11,,,44.01,8.57,
Somalia,SOM,Sub-Saharan Africa,Low income,1977,44.37,20.56,,498551000.00,103.82,,,43.64,7.65,
Somalia,SOM,Sub-Saharan Africa,Low income,1976,44.68,20.92,,807276000.00,188.66,,,43.26,6.82,
Somalia,SOM,Sub-Saharan Africa,Low income,1975,45.03,21.29,,710850000.00,183.20,,,42.88,6.19,
Somalia,SOM,Sub-Saharan Africa,Low income,1974,45.40,21.66,,467577000.00,128.70,,,42.49,5.79,
Somalia,SOM,Sub-Saharan Africa,Low income,1973,45.76,22.03,,507028000.00,144.35,,,42.11,5.60,
Somalia,SOM,Sub-Saharan Africa,Low income,1972,46.09,22.40,,416942000.00,119.82,,,41.73,5.55,
Somalia,SOM,Sub-Saharan Africa,Low income,1971,46.37,22.76,,331103000.00,95.35,,,41.34,5.54,
Somalia,SOM,Sub-Saharan Africa,Low income,1970,46.60,23.11,,322600000.00,93.65,,,40.96,5.49,
Somalia,SOM,Sub-Saharan Africa,Low income,1969,46.77,23.46,,306357000.00,90.46,,,40.57,5.40,
Somalia,SOM,Sub-Saharan Africa,Low income,1968,46.91,23.81,,286718000.00,86.55,,,40.18,5.28,
Somalia,SOM,Sub-Saharan Africa,Low income,1967,47.01,24.16,,271780000.00,84.20,,,39.78,5.15,
Somalia,SOM,Sub-Saharan Africa,Low income,1966,47.11,24.52,,257374000.00,81.87,,,39.38,5.01,
Somalia,SOM,Sub-Saharan Africa,Low income,1965,47.19,24.88,,243725000.00,79.43,,,38.98,4.89,
Somalia,SOM,Sub-Saharan Africa,Low income,1964,47.26,25.25,,229530000.00,76.48,,,38.58,4.78,
Somalia,SOM,Sub-Saharan Africa,Low income,1963,47.34,25.62,,216146000.00,73.61,,,38.18,4.68,
Somalia,SOM,Sub-Saharan Africa,Low income,1962,47.42,25.99,,203532000.00,70.81,,,37.77,4.58,
Somalia,SOM,Sub-Saharan Africa,Low income,1961,47.52,26.37,,191660000.00,68.11,,,37.37,4.49,
Somalia,SOM,Sub-Saharan Africa,Low income,1960,47.63,26.75,,180460000.00,65.48,,,36.98,,
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2018,,,,368000000000.00,6374.02,,28.50,,47.63,26.96
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2017,20.91,9.50,,349000000000.00,6127.46,56.17,29.60,63.54,46.99,27.33
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2016,21.31,9.60,,296000000000.00,5272.63,54.00,30.70,63.15,46.33,26.55
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2015,21.72,9.77,,317000000000.00,5730.93,51.92,31.40,62.65,45.66,25.16
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2014,22.11,10.04,4197.91,351000000000.00,6428.29,49.00,32.90,61.97,44.96,24.90
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2013,22.48,10.43,4285.48,367000000000.00,6829.02,46.50,34.10,61.10,44.26,24.57
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2012,22.82,10.92,4365.92,396000000000.00,7501.41,41.00,35.30,60.06,43.55,24.73
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2011,23.10,11.48,4566.29,416000000000.00,8007.38,33.97,36.60,58.90,42.87,24.65
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2010,23.31,12.09,4542.60,375000000000.00,7328.59,24.00,38.20,57.67,42.22,24.69
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2009,23.42,12.68,4428.15,296000000000.00,5862.82,10.00,40.30,56.46,41.61,23.54
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2008,23.43,13.21,4665.18,287000000000.00,5760.79,8.43,42.90,55.36,41.04,22.43
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2007,23.37,13.62,4851.69,299000000000.00,6095.65,8.07,45.50,54.45,40.49,26.67
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2006,23.24,13.90,4721.93,272000000000.00,5601.97,7.61,48.10,53.80,39.97,28.49
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2005,23.07,13.99,4636.93,258000000000.00,5383.63,7.49,49.70,53.45,39.47,29.25
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2004,22.90,13.90,4589.91,229000000000.00,4833.63,8.43,50.80,53.44,38.98,29.58
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2003,22.76,13.63,4559.77,175000000000.00,3751.26,7.01,50.90,53.75,38.51,32.46
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2002,22.69,13.23,4528.82,115000000000.00,2502.27,6.71,50.00,54.31,38.04,33.47
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2001,22.72,12.71,4302.12,122000000000.00,2666.48,6.35,49.40,55.09,37.57,30.90
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2000,22.85,12.11,4579.95,136000000000.00,3032.43,5.35,49.00,56.05,37.07,30.23
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1999,23.12,11.45,4470.96,137000000000.00,3081.57,4.12,48.40,57.14,36.55,30.20
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1998,23.50,10.77,4606.90,138000000000.00,3154.02,2.91,47.80,58.32,36.01,29.75
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1997,23.98,10.11,4818.50,153000000000.00,3549.58,1.63,46.80,59.49,35.44,29.85
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1996,24.57,9.50,4705.95,148000000000.00,3494.38,0.84,45.90,60.60,34.82,29.80
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1995,25.28,8.98,4157.57,155000000000.00,3751.85,0.68,45.20,61.56,34.16,29.58
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1994,26.11,8.58,4068.48,140000000000.00,3445.23,0.25,44.40,62.33,33.44,29.56
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1993,27.06,8.29,4023.29,134000000000.00,3388.73,0.11,44.00,62.89,32.67,29.42
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1992,28.10,8.11,3997.04,135000000000.00,3479.07,0.04,44.10,63.25,31.88,28.61
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1991,29.19,8.04,4128.27,124000000000.00,3285.95,0.01,44.70,63.38,31.09,28.27
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1990,30.31,8.08,4238.75,116000000000.00,3139.97,0.00,45.80,63.31,30.34,
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1989,31.41,8.22,4271.33,99030900000.00,2756.21,,47.00,63.04,29.62,
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1988,32.45,8.43,4255.16,95176600000.00,2711.51,,48.50,62.62,28.94,
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1987,33.39,8.70,4175.12,88573700000.00,2582.49,,50.20,62.11,28.27,
